id,attribute_ids
104cf95cd0726a22,607 1059
104d25babe223640,125 718 961 1092
104d4c7a540f3160,147 1092
104db9cd6f85f477,147 587 813 1046
104f8f58592109b9,131 556 671
104fb98e4eb995d,304 511 583
10509f863ee42c3,239 840
105248bfa74c8b01,13 405 896 1092
1052acf3ce58ad8d,13 693 729 813
1052bc4619187ebf,147 283 616
10543f59c2488578,189 252 418 528
105468f53899f311,172 650 962
1055abe56bbddf45,13 555
1055d9d6bb38c6c3,156 542 796
1055e61cedb6b7c9,282 477 487
10567626ccf6a875,13 671 780 925
1056caff76d71c22,51 477 821
10584f896b8df034,111 765 968 1092 1093
1059ab8ed8210d87,121 962
1059ac4f9c6927b7,51 744 813
1059f1abf4e51a0,147 744
105a349858b25cce,420 626 698 1092
105b43585eb70f2b,147 422 429 542 1072
105b6c58db321045,121 1035
105c132184cb8cc5,259 737 1041
105d30f0ea817ab7,131 746 1059
105d4e090ef5f0df,147 468 570 813 1092
105da5a14dcb0be,156 835
105edd843d50258c,189 520 738 744 835
105f044288493432,348 418 542 579 624 796
105fd7f1d727f27e,313 558
10601eb2e488d47a,194 744 813
10602ff85a021d75,13 405 477 903 1092
1060d1d2c5dcbbb1,289 587
1060e7d52f2553c6,188 485 813 1099
1061c7940c7bc80d,51 480 519 734 813 1092
106262d2fca631ca,105 111 671 1062
106435dcb8cac360,156 565 663 725 800 1046
1064566646e00c3e,111 434 650 691 825 931
10645db40784f008,581 796 813 941
1064e2f969910edd,480 833 1092
10654a33f45ea1d3,345 915 1059
1066458a03e2306b,189 733 776 813 1046
106742b32cf1d094,348 745 1080
1067ade04b904fe4,485 813 949
1067b078ced21d1d,51 738 741
1067ff8364c025a4,189 597 835
106887047a084c8e,121 415 662 713
106a1554dd1f86c2,304 415
106a18ab95fb7790,147 283 513
106b1357e5ee8d8e,541 940 1072
106bd87f14a2b633,189 949
106be64b6b99665c,156 418 813
106c48fc5d81b828,189 763
106c6d9c186a3b45,147 283 583 721 1059
106d2309d5f5bb7c,188 1035
106d7ecf197d60c1,189 813 870 961 1046 1092
106e8109a080210b,554 612 671 780 369
106f78ec4b3a99e9,51 639 671 745 780 1092
106f814e5e75e001,13 405 903 1092
106f82c5df033be8,51 1062 1092
1070892fcb5a4a88,813 896
1072e1fc4511ee65,147 626
1072e294c63d72f,189 501 776 1046
1073bf212fd0f590,147 283 744 903 1092
10750f487462cb3f,13 552
107585c9a97ad9f1,194 1034
10769d444e5c1fda,147 283 744 813 896
1076fbeed28c448a,813
107730cac1f73e05,127 597
107859a3a0c8af54,304 903 1092
1078652b44c57ac8,156 758
107913f4da228989,194 492 498 813 1046
1079f1e9087407d5,51 501 670 744 903 910
107a983aea8e482d,102 552 768
107aeac3c8c4b805,161 331 351 423
107b2d88d45d5e8b,156 796
107b83a0d70d1f76,156 418 542 731 796 940
107bec179f69a847,79 1039
107d63bbcc9e878b,79 1062
107dbb2762bf5b1,335 1059
107ea49bc5e84c1a,147 203 554 612
1080136056661d33,147 737 813 1093
1080d65daa637f,259 854 979
1081f7798f6de85f,147 742 1092
108314ec9c5eb35a,147 813 1097
10835cfcddef3db8,13 813
1083c782f3815c18,189 615 1059
1083f4a7090a9fb3,156 189 425 761 807 1064 1092
1085d894b25fed0c,121 1099
10865cc6255671a,13 1092
10874de00c4020b8,121 961 1092
1087549316e1473c,147 671 780 1034
10877325e4f7c4aa,13 446 480 483 1046
10880c537655e3f1,125 961 1092
108865aaab8c0b63,147 477 671 1046
108979416eb770da,147 616 1059 1092
10899e6204726b0a,337 766 1059
108b79e2c099966b,194 612 813
108d00a03e41839a,189 1034
108db74f6f6a1ba4,114 217 1061
108f24e4bb73518a,1059
108f332273288ec,189 734 813
108fb7a259fdcf84,194 690 1092
109124de4120f46b,189 1084
109174b4056a9a9f,111 671 744 950
1092d76599f29b85,698 971 973 998 1046
10933db83969cc33,189 541 543
109396d38c801dbb,896 1092
10953eff86938b43,79 420
1095e18da71d0e9,780 1019 369
1097f2babb418d0c,147 487 813 978 1005
10984ac8d2c0e354,70 418 543 579 1092 1099
109b3be3a04e99d6,545
109d15ce81a1f198,282 489 1101
109faa6a01ab6556,79 492 780
109fff4853e9c3a7,156 227 513 570 794 813 1092
10a07f974955e989,497 369
10a0ec4efede439f,111 988 1092
10a10a04372b7286,79 1099
10a16bb84cd85b4f,194 404 568 813 1092
10a1a0b30bac441b,13 405 896 1092
10a25f43862d77ea,188 428 597
10a39f5f44819cc6,304 718 813 896
10a43c7e5550dea3,51 339 758
10a44788830725d9,1059
10a46f916f50d674,156 485 554
10a4cf14858bf51a,13 501 519 1009 1041
10a5ff981c5f7834,189 813 949
10a60a0a7dd37d4a,189 445 813
10a803ca68b282ae,147 786
10a8428234789f20,483 494 501 519
10a8456eec10d7e,189 378 671 1034
10a846b55339af9,156 485 603
10a84badb9dea3ff,308 612 671 858
10a867c49be92028,194 528
10a891d850b5ef09,147 671 768 780
10a894781c16b328,121 533
10a8b1fcc8f8c788,147 903 1092
10a8b2a6ecb9083d,147 538 620
10a8eb3921fe3d06,188 1035
10a8f09f29279295,359 464
10aa196520aa0cc,498 499
10ab00a597930469,51 515
10ad7538542018a3,483 494 501
10aec0fd87c3cf32,13 655 1092
10af2d223f122077,121 813 1093
10af3c12ac4e9efd,121 433
10af4b6e70560356,147 552 780
10af91e06b85d1b,51 668 975
10b00e03a18e7b8e,189 733 813 835 1092
10b0768c90b762be,302 718
10b09cb5ac5341b3,51 714
10b0a91dbf512208,13 617 698
10b0bc3e6d6ea7b7,147 813 896
10b118c5db6daac,720
10b13c427fee1c2f,189 716 813 1084
10b1c862212bc598,259 570 737 776 1046
10b256ca2206a828,13 776
10b27b334c8c6603,125 489 668
10b30d34f1186970,188 464
10b32e1e3231bd35,821 1092
10b457aa6a34e71e,156 541 813 1032 1092
10b461e598f1433e,79 1059
10b509bc34be6e3c,189 426 949
10b50a812fe473a2,647 671 738 1015 369
10b56bfde7f3bccf,147 689 1092
10b57e6a57480cb2,188 464 507
10b5ef8e9556d784,51 492 698 916 1029 1092
10b6db98b4b04dfa,79 506 671 780
10b72245402fc099,121 432 724
10b7c56e2af323f8,282 487 718
10b7c69153c39023,121 734 1039
10b806643ff8bd68,304 744
10b9201896f26d4d,194 688 776 813 830
10ba23d6a51444d6,331 872
10ba350adbe4f9c4,147 510 813 1046
10ba3b84ca8d657,194 1098
10bacab36086b3a7,147 434 973 1046
10bb70af09de67f0,121 748 1035
10bbb78beee0ba07,51 492 813 1092
10bc4d8c7b004851,121 477 578 735 784 958
10bdaaf7eee7d98c,121 1059
10bdebf3df68d445,621 1092
10c043db8d9aed42,133 189 554 908
10c06c5214058138,313 884
10c1e18a654f7b61,542 796
10c22ed9f360802a,304 922
10c2e806c8afa3fc,147 1034
10c3ec3c60a472d,754
10c40e10713c5a03,121 1039
10c448a7398d8864,144 156 813 814 961 1097
10c4e51e911e4267,121 1059
10c5899973a8203e,14 1056
10c5b7c3f05e813d,189 335 602 744 746 772 940
10c65a2ad0981056,258 728 977
10c794395494a108,194 494 553 1046 1059 1083
10c79c480c233921,29 627 660 813 816 952 1092
10c7d98c4f76cec4,51 552
10c8731fcf7a00ce,135 554 612 671 369
10c8803614f9301,79 612 671
10c8a4a71a35d94a,147 671 768 780
10c9014312e69550,121 684 724
10caad3451987e5,189 378 418 753 1072
10cae95be1562716,156 418 424 813 835
10cc583e769f4bdb,121 962
10ccb3d736c8c029,194 813 1059
10ccf9c1e085a3e0,497 498 813 1099
10cd45f369ce8ba7,121 724 813 961
10ce3b88b97b6872,194 671 1099
10ce427d8c9575c4,13 405 840 896 1092
10d0648ca103ff8e,29 896 1092
10d06aa4044b1cd2,258 632 728 1059
10d0962cb50d5af7,259 410 418 813 1092
10d110e58843c7a9,51 339 738 1030
10d30133795332c0,304 487
10d30c0587d68dea,156 418 442 542 813
10d3446f5c785a3,180 750 1099
10d34493b796efa4,51 76 513 583
10d41631a66bb4f2,151 156 624 699 744 961 1072
10d432c377d2b132,13 480 483
10d46e578ebc16c5,147 813 952
10d4bba764c1e97b,147 671 780 1059
10d50ba4aa473d43,194 1062
10d58380bed88b15,13 405 896 1092
10d815c00dc5b4be,99 464
10d90e980e8e7bbd,194 780 867
10d95b008ef31b7f,179 448
10d992b079bb058c,833
10da13f8c4815d32,51 809 1059
10da1b0fde5c8ee4,304 487
10da4fbca0fdfa85,147 813 971 1046 1092
10db4c7337052f3e,134 584 369
10dc738fbea869e2,189 1084
10de9b91be65e19a,29 383 554 744 813 903
10defe47fb2a4a80,180 1073
10df3af1b5309ac9,51 212 554 612
10e052f23f48d073,276 489
10e063c541fc0b66,955 962
10e1d261b7e5e88a,45 465 554
10e26f0f4e0815fe,51 541 813
10e372249527c239,438 369
10e383139726cd5a,189 738 902 1001
10e3f6b02163e303,189 252 671 813 1092
10e446a8cfcef8ae,79 615 1099
10e61c5f0287989b,156 418 813 835 949 1092
10e646f81d5affdb,231 615 813
10e71777c564084d,99 420 813 961
10e775dd6b22db10,99 489
10e8db299d411a66,194 669 1092
10e92104324f3615,107 189 721 835
10e9725d4e2cd9f7,51 212 714 974 1059 1092
10e98c09b0d19fdc,189 501 519 734 738
10e9e83c6c56dcaa,51 666
10ead8a498067966,13 671 1052
10eb71ce135652c9,70 744 813 993 994 1084
10ebedb1a4756622,51 896 1092
10ed4042b48a11e9,280 433
10ef3018c6eb59c4,99 718 1092
10ef89e8ff149ab2,552
10f03d6613ece62b,194 835 1092
10f0af79551b5cc4,813 896
10f0c9e35e7beabc,189 813
10f167022f30dfa1,180 639
10f2bd982510c777,1061
10f2faa0eb2b169a,189 348 492 690 1092
10f31be59a446685,147 655 670 813 1046 1092
10f411e87b7afc04,13 1056
10f4333ac0595947,813
10f45e413e7b7709,189 534 734 759 813
10f4a87b72bd65db,189 434 485
10f4bcba31d25569,135 1059 369
10f519faf2371ea6,79 586
10f56c4ce5c8d65b,156 541 813 833 1092
10f5ef58a3cff828,563 1061 369
10f66df84e5e4a04,156 824 908
10f7dbbc1c117e44,121 612
10f883a3b9b5e725,886 1014 1071 1092
10f9463bb544bde2,147 744 813 903
10f9f6ea61c292ca,13 477 492 552 733 737
10fa300376628e1e,147 896 1092
10fa5ab07bf4141e,147 671 780 925
10fa67221f993839,1059
10faa9d4e7e14cb3,51 468
10fb08077706f5c3,13 405 896 1092
10fb4935546110fa,170 954
10fb81d56de0259,189 488 734 744 813 993
10fba831af307de5,189 615 744
10fbd53e248100b9,13 671 1092
10fc2f111037514b,44 161 584 616
10fc846d1d61a261,188 774
10fc9a11fd9e39e6,147 744 811 837 896
10fd0cfd734496e3,147 671 768
10fede70ff77e297,32 813 961
10ff6de57befb674,147 813 993 994
110045fa756d212d,188 1034
11015efe875204db,579 581 753 369
1101673c7726cf06,13 405 896 1092
110220451b7c0100,51 1092
11024e89336ef3ca,188 487
1103c185f14d21d8,70 501
11040f70b06711f2,121 962
11044b74267e29e9,188 584
1104e49090bbac4c,147 698 813 1092
110654a941e437b0,255 737 813
11070d8408ba6f02,147 671 744 950
1107213c7e63b1eb,188 647
11077a8b086212bb,348 612 671 780
11095c2720ef8e0d,1059 369
11098377fd13afb2,194 490
1109f4ddd841c62d,147 744 813 916
110a560ee9c540e9,147 813 833 1033 1092
110a7e9442f01c50,501 871 1040 1046
110aab7eb9a13a3,259 744 745 811
110b8e8c399c3194,188 428 1059
110bd778b4392a9d,51 477 612 671
110c4d9be8d4436f,436 369
110cb4b2222eace8,131 541 581
110d666309733bd4,79 671 1059
110f08390c860e1a,51 726 1020
110f113afcbd53e1,160 257 1061
110fb0b31f1d8c24,13 480 512 737
110fe08b1213baa5,13 872 896 1092
1110eaac77920ad6,354 754
1111e16384ce318d,111 737 776
111314432ecc85a5,506 950
111325f85ba8abd2,189 734 788
1113c72fe9b495c2,194 598 738 776 830 1046
1114801547ff8503,202 489 671
11150bbe63c7714a,189 485 999
1115a06dacfeff9a,180 835
1115a481d82334f1,194 420 492 704 1046 1059
11167fa073c71593,127 1034
1117f9f63117db86,29 813
11185f3e8e7ea2b9,147 434 519 538 590 813 1092
1118868c62b10bbb,99 513
1118ee3763597d0a,347 586 671
111980554af57649,51 519 733 813 1046 1092
111af15a8edde73f,147
111b5bd55f106cdd,188 813 1092 1099
111bd835f376c282,420 733 835
111cd9f9af1a8947,79 1099
111d1ce8c6087a4d,1039
111d2ddeef1dfe0b,813 1033
111d2e5c65f40ca4,189 485 983
111d651d78a03ec7,147 813 1092
111db8ed7f8eadc,189 768
111e645e0b4f2209,231 1039
11201ec4c649844c,13 405 903 1092
11204585ba96df63,189 494 733 813 923 1092
11206a675efe3cdd,189 780 1034
112099499fdf6b94,131 671 768
11215ee0e6fd1b18,480 483 737
11218861cf756990,127 477 538 655 835 1092
1123228e1449ab8d,189 1034
1126d2e7b72afe1a,189 485 603
1127248d80c0eee6,896 1092
1127ad478ae8a97b,51 560
112841833d8dad72,189 501 580 733
11286ddadefe0a7d,121 724 955
1128728be62db8a6,373 597
1128af03c96b86c4,147 543 753 813
112933a6c156195d,285 634
1129704e3cf1d375,1061 1099 369
112986494dda8a7a,33 582 962 1023
1129de51de66c8bf,147 430 501 738
112a21ef742ee38,79 461 477 639
112ade298c279b53,13 700 813 896
112b1f9a5a8a01a7,420
112b5c5e6cf98b3c,13 626
112b9f2463fe7839,121 1059
112be247c587dea7,559 744 813 896 903
112c84027cb62441,489
112cb71ab896fd3a,147 652 813
112cdf50039e3f35,189 477 521 666 724
112d0140a9c09b2c,189 485 607
112d7d29044d234f,51 690 813 1092
112d92e7710410ce,194 671 813 1046
112dfa1a8e34946e,828 931 1046
112e0a43c96623d5,51 1046
112f115154a0cf68,13 744 1046 1092
1130ad38861ceae1,259 813 827 1033 1046 1092
113159aeb2462e19,259 780 835 1049
1132639c44c23eb5,156 485 695
1132d332fedae532,189 813 949 1072 1092
1132ece7c83a0a60,58 764 813
1134d79493e42a93,13 506
11351e9f8886a4df,156 833
1135274546847436,147 703 760 870
1135aafb174bd344,189 434 510 738
11366a6def148829,189 780 1034
1136d6d1398f6d1,280 738 1039
1137182fbf0cdc84,180 500 600 632 784
1137881408c0ea38,194 612
11378b29222f87b0,25 161 529 1062
11378f2446b768fe,194 538 682 1092
1137f7fb8647d1f1,192 721
11388e7bd788927,147 671 1034
1138a7ecc2eb9718,13 445 475 813 896
1138d63b5df8f35e,189 671 780 1034
113937077e3c122,13 860
11395696d851e25f,13 552
1139b08ac4a3ce70,121 724 955
1139ea243c5e706e,733 737 813 1046
113a650ac7622d70,147 978
113a6ace6a88cf8,147 896 1092
113aa3b4fe2b2760,304 495 1084
113abe9eee6d391a,663
113bc70670479333,194 1034
113bf5f4890fb5c2,156 485 835
113c239f09bfa27f,51 813 1092
113c447333fb4ed5,147 738
113c5cb9f543ee9a,25 161 1038 1059 1092
113cbae2a7fec8a6,131 671 1034
113d55339092990f,354
113ddfb91aadbd9b,147 462 733 738 1084
113de9ecd2c376be,189 279 718 774 813
113e363684173dd5,194 597
113fb8795fe8febc,194 584
11403a49febce3e5,51 650 663 800 835
1140a2e6f87ba7,121 1039
1141592cf29518cf,189 501 619 850
1141c2ab961d0bbb,121 487
1141fea1203078f,156 813 903
11426e48eed942c9,477 738 784 962
1142eb92921d2aec,487 860
1142fbc2165d932d,79 671 780 1062
11441c4a345ac82d,51 747 813 1092
114434bc53368373,147 554 663 800
11452a202c3ebc93,121 786
1145baf31be67dcf,1089
1145fa12423fca5,494
11478c8c219e7c85,121 833
1147b86f64c41408,35 962
1148bd0d9fbcadaa,29 766
1148f37f5e93d589,147 615
1149171a1f16e056,13 813 896
114a47c94bb27f92,51 747 813
114a82338ad6fbb9,121 703 724 875
114ae826a52b8069,121 612
114c0b4461518134,121 962
114cf11ced1fdce7,189 252 418 528
114d0758358511db,147 639 671 978
114d55e6e7e69909,147 1034
114ddb051f210525,156 477 485 708 788 870
114ea12190443b08,13 903 1092
114faef05d711c74,188 487
114fb8d604d9ed19,147 487 813 966 1097 1098
1150663eef40a25a,663 1071
1150c4a981b7736e,79 482
1151a2edac7e1b38,147 813 830 993
1151da2c06a8b2a1,121 738
1151e5f601da1f8b,156 554 764 910
115361c72ffca757,13 405 903 1092
1153e7edce47b7cc,13 698 866 1046 1092
115568690abe43b7,147 1092
1156363da91051a6,13 404 896 1092
11565ab944f12a2c,189 1072
115661ba6f349502,147 1092
11573e8869e0bac2,559
1157b305101ee822,121 433 607 1101
115836bfcaa5ff14,25 161 444 1059 1092
115882dbd7b993e2,194 671 1059
1158ca999f267834,78 835 1025 1034
11597cd1ef801340,121 1039
1159930df9d95be2,188 835
115a24d07e53976,41 552 671 768
115a3b3e9c2fa0da,156 949
115ac78efe353854,194 925
115b1e6e5ab031bd,194 1034
115de34ec6b2316c,156 586
115e45aed039a23a,121 955
115fe1cd545bfbf4,189 436
1160c2640ec436d9,147 322 612 671 780
1160c924f378dcd6,194 671 1059
116128fc92fa3ec9,121 1059
116171579b29c723,13 552
1161ba7b62529385,147 813 896
1161d8564e1750f4,189 378 668 1062
1161dbb00016aad2,738 1033 1046
1162701b66aa846c,156 813 1012
116335c2ba59a846,813 966
11633c7fa139ef2d,833 369
11636e22a45afc6b,147 671 780 1034
1163a87fe1b2730a,13 552
1163d917805b287c,189 494 522 830 1099
11652624eef3f9f2,1099 369
1165371a173ca318,147 477 552
1165e02531758026,256 582 1023
11667bb14b179064,147 410 796
116914b8ccca23ba,51 1009 1033 1092
11691a85a677bb9f,79 420
11694af4e4a4269c,147 742 813 1092
116950eb14e617ef,51 393 477 671 1062
11697a6044e5648e,70 418 941 1038
116a8309df97c826,121 703 961
116d0d5240b8aa33,663
116ddcfbf75176f6,313 962
116e07f2810a5614,121 477 791 886
116e92e4ffe8de4b,189 602 940 1046
116f312b0c7cc234,156 488 813 949 993 1046
116f6b38afbb3ba7,79 487
116f87c9b2f6da7d,13 978
117059cb175cf23a,156 733 813
1170e1d40039b634,231 1039
1171c9d3941f67b7,189 1032
1171e431092702df,147 665
117293e5f8a0c84b,149 1039
11738dd7612aac21,51 776 813 1014 1093
1173b69decedbd45,615 813 896
1173c91decc910e7,147 800
1173ef23f9469144,13 405 896 1092
11741a94857f987e,13 655 671 780
117545084acb55f9,754
11756757cd082be,147 501 931 1046
1175988bf0821fb,728 977
1176daccece09b49,13 671 716
1177247433b5b64f,121 955
11783eefe40b075f,156 542 813 949
1178c36f22819170,160 257 1061
11798c3539f2eef3,253 552
1179c58f3f8d49b0,188 535
1179f6a3426bfd3e,121 955
117adfcc804ba9f5,819
117b2e0b1c4cb91c,121 420 872
117b5f37c49b22d9,147 671 780 1034
117b6540b3d81c22,180 750 813
117c562c840692bb,259 466
117cacb2120c6406,147 485 570 813 1092
117cba55d8a43548,188 671 1035
117ecc07e6036552,121 962
117ee773d6ae9f2e,360 821
117ff0232f1bcb9c,189 378 628
11803086bf43830e,231 420 615 813 1092
11809817b42f476b,121 819
1180ce174d0ac2a0,111 650 726
11832a3d4429b603,29 826 1002 1015
1183634a60eba78c,13 776 813 894 1092
1183bf39967cc5eb,714 369
11840179a9cdf2c4,813
11847e1da395c42e,51 339 813
11849d839d6daa26,60 600 637
11849f7de07ea000,304 954
118504f6c870acdb,332 813 835 949
1185ce199419ff00,51 573 776 931 1046 1092
118647bb47352602,65 434
1186d2d97d30e6bf,628 369
1186f5ffe60e0a3b,79 612 671
1187c8af46c7670f,723
1187e5ba9634eb2b,189 462 733 744 993 1084
11883b5a6c2506c9,1 835 962
11884e2be9dd8d1c,35 962
118869b127e54529,156 813
1188b91981e94ac,184 438
1188e7d9969a4d89,147 978
11891641dcc1de88,161 489
118ab51468777545,121 809 1092
118ad1261e17b93b,156 738 950 1046
118b368ab6b75dd8,147 950
118b70aee6cb21b1,189 306 813 949
118bbc8edc358ca6,194 1034
118c240ba26f271b,189 485 603 835
118c6b10f0165337,147 478 579 813 896
118ceeb233225038,189 1034
118df6d30e2726df,598
11904ed0e7f212a6,147 813 952
1190845b31ad48db,79 480 813 1046
119260112581bd9a,111 753 813 1092
1192d7b90ffb8d53,51 1056
11930791bf87da5c,194 813 1046 1093
1193947d0ddf3e3f,156 744 813 903
1193e10095ab43b0,497 498
11943ea5308c89c4,516 677 813
11951fe0ce1da11b,13 580 813 833
119603c4404fefc4,189 418 477 542 543
1196b7819e6524f5,121 724 955
11972bafc9a994e1,147 283 813 1020 1059 1092
119868f53e164eaa,239 464 681 840 991
1199038531d2855d,308 486 568 813
11992b3ab2a359e2,147 543 753 949 1072
11995a15828930bf,79 671 780 1062
119961ee221fdba6,194 844
11999ab0011f7cdc,147 813 896
119a36e608597689,671 1059
119a7ba79144856e,51 532
119ce1698c2428ff,13 538 813 887 1092
119d71604b1bb1de,149 768
119dbee2795ed2c7,51 483 975
119de77668540b73,189 418 541 579 813
119e10f3d3a194e0,436 369
119e1689d89f04f1,147 734 780 813
119e1b246b826b41,79 671 780
119f12a06a2c9c24,156 479 733 739 813 1020
119f12c6a3eaf359,189 1035
119f8c7e09787c8,320 962
11a011ba4afef2bc,121 552
11a175af0a59c1a6,13 483 664 670 738 975
11a17be77eddd445,189 915
11a1b82a2ece5e9a,182 497 498
11a29bdbf5ccebea,147 1062
11a2a83b63163730,738 1081
11a43c6a7cca5481,121 668 1059
11a446f897b5b46,51 671 780 1034
11a4532c81714795,13 693 729 813
11a4b032793ab17a,121 884
11a4c9a468b7e385,147 485 671 999
11a52fdbcc160d03,147 485 671
11a5ba04a1df2ea1,147 663 813 835
11a6461915a7e0fd,79 835
11a6e5103e3b116e,14 1056
11a6fa6638760055,780 1019 369
11a82dc8281d4771,354 421
11a836db2f9bd0c5,13 420
11a94c0e4374f3d0,189 492 813
11a993ecec737946,1 582 1023
11aa2562a3ce4745,684
11aa30d31a10e2e6,304 487
11aa7c34bf5ebccb,13 477 833
11ab01ff120858c,147 552 780
11ab6021b4316ea1,70 733 813
11aba3e0bce23acd,147 885
11ac77723bbf78a4,111 418 501 850 940
11ac8f8a27f042db,684
11aca7498b4b0e88,51 627 813 989
11ad28e63881b6f5,156 522 667 813 896
11af7699929415c5,13 567
11b0d2f61c795871,304 718 1092
11b20b0d7517e950,127 552
11b255ec272afa1a,147 283 532 671
11b462b939f06bb4,916 1092
11b4dc7ee2b8e795,121 1062
11b61262c19af42f,99 744
11b68a73e2a47d40,121 718 836 961
11b84e8e896db6d7,121 415 703
11b8bd997731ede8,79 744
11b966ed0f867b0d,194 692 1092 1099
11b99bedb2e45b51,189 650 666 738 850
11b9b253b15aac63,51 462 733 813 993
11bb24eb45cfe7a4,1 864
11bb6378a1045093,259 409 796 813
11bcea0e7d110516,538 654 698 813 1092
11bd701a1e45e2fa,147 531 663 701 835 953
11c1c907367ce613,489
11c1e0f521120852,189 252 813 832 954 1071
11c36f5e4e484140,116 161 487 1101
11c3ad0d86174cdd,156 485
11c432a967ccd29a,23 477 962
11c4891faaaea5c6,147 720
11c4cd26c58afcb1,125 718 813 922 955
11c5bb2cb1119ee3,703
11c5d23612de8b73,1092
11c6a3daba10c16b,896 1092
11c6f5b422bbabdb,105 111 612 671
11c7143510270a1f,43 51 6 584 813
11c74dc2f5419a2d,147 552
11c7d86de428f4d9,1 962
11c830a275f6e15c,147 698 756 1092
11c8ed6a3802a25f,147 322 813 1062 1092
11c969c24f771672,13 519
11cac54092afc246,189 477 691 835 921
11cae39d1983178d,189 809 1059
11caf3d0a4a34805,335 377 612 744
11cc9b64741422cd,23 813
11cdf83706c0329,420 720 369
11cee0f49b3bb92e,194 844
11d071ea4fba2727,42 156 671 746 1045
11d10e5c78d976d7,79 1062
11d10f31b7f33ca5,955 962
11d2135996dfef4e,189 663 678
11d2362d5d869d2b,79 420 704
11d269a549fd3c6f,13 405 903 1092
11d373d75ad002b7,13 405 896 1092
11d4f5e26dff344d,131 683 744 813
11d57dfd5e05b389,147 552
11d591dd44bb2521,79 487
11d64c6b41a080de,189 612 800
11d6e03d8c6845e,292 552 671
